iyear,imonth,iday,provstate,city,attacktype1_txt,targtype1_txt,targsubtype1_txt,target1,gname,weaptype1_txt,nkill,nwound,summary,scite1,date
2018,5,30,Jammu and Kashmir,Pulwama,Bombing/Explosion,Police,Police Security Forces/Officers,Officers,Unknown,Explosives,0.0,0.0,"05/30/2018: Assailants threw a grenade at Central Reserve Police Force (CRPF) personnel near Pulwama, Jammu and Kashmir, India. There were no reported casualties. No group claimed responsibility for the incident.","""Two grenade attacks by militants in Pulwama,"" Chandigarh Tribune, May 30, 2018.",2018-05-30
2018,5,30,Jammu and Kashmir,Tral,Assassination,Private Citizens & Property,Political Party Member/Rally,House of Leader: Muhammad Ashraf Bhat,Unknown,Explosives,0.0,0.0,"05/30/2018: Assailants fired a grenade at the residence of Muhammad Ashraf Bhat, a National Conference (NC) leader, in Tral, Jammu and Kashmir, India. Bhat was unharmed and there were no other reported casualties. No group claimed responsibility for the incident.","""Militants in J&K’s Pulwama district fire from grenade launcher at NC leader’s residence, no casualties reported,"" Firstpost.com, May 30, 2018.",2018-05-30
2018,5,30,Jammu and Kashmir,Kupwara district,Armed Assault,Military,Military Unit/Patrol/Convoy,32 Rashtriya Rifles Patrol,Unknown,Firearms,2.0,0.0,"05/30/2018: Assailants opened fire on a Rashtriya Rifles patrol in Qaziabad Forest, Kralgund, Kupwara, Jammu and Kashmir, India. Two assailants were killed in the ensuing clash. No group claimed responsibility for the incident.","""Two militants killed in gunfight with security forces in Kupwara,"" Hindustan Times, May 31, 2018.",2018-05-30
2018,5,31,Jammu and Kashmir,Kulgam,Armed Assault,Police,Police Security Forces/Officers,Officer: Ashok Kumar,Unknown,Melee,0.0,1.0,"05/31/2018: Assailants armed with an axe attacked a Central Reserve Police Force (CRPF) member outside the Deputy Commissioner’s office in Kulgam, Jammu and Kashmir, India. The CRPF member, identified as Ashok Kumar, was injured in the attack. No group claimed responsibility for the incident.","""Two Militants Killed In Kupwara,"" Kashmir Observer, May 31, 2018.",2018-05-31
2018,6,1,Jammu and Kashmir,Khanabal,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Joint Patrol,Jaish-e-Mohammad (JeM),Explosives,0.0,6.0,"06/01/2018: Assailants threw a grenade at a joint Central Reserve Police Force (CRPF) and Jammu and Kashmir Police patrol in Khanabal, Jammu and Kashmir, India. Six people, including a civilian and five police officers, were injured in the blast. Jaish-e-Mohammad (JeM) claimed responsibility for the incident.","""Security personnel, civilian injured in Kashmir grenade blasts,"" Times of India, June 1, 2018.",2018-06-01
2018,6,1,Jammu and Kashmir,Eidgah,Armed Assault,Police,Police Patrol (including vehicles and convoys),Patrol,Jaish-e-Mohammad (JeM),Explosives,0.0,0.0,"06/01/2018: Assailants threw a grenade and opened fire at a Central Reserve Police Force (CRPF) patrol at Eidgah, Jammu and Kashmir, India. There were no reported casualties. Jaish-e-Mohammad (JeM) claimed responsibility for the incident.","""Security personnel, civilian injured in Kashmir grenade blasts,"" Times of India, June 1, 2018.",2018-06-01
2018,6,1,Jammu and Kashmir,Tral,Bombing/Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,Member of the Legislative Assembly (MLA): Mushtaq Shah,Jaish-e-Mohammad (JeM),Explosives,0.0,0.0,"06/01/2018: Assailants threw a grenade at the residence of Mushtaq Shah in Tral, Pulwama, Jammu and Kashmir, India. Shah, a Peoples Democratic Party (PDP) Member of the Legislative Assembly (MLA), was unharmed as he was not present at the time of the attack. Jaish-e-Mohammad (JeM) claimed responsibility for the incident.","""Security personnel, civilian injured in Kashmir grenade blasts,"" Times of India, June 1, 2018.",2018-06-01
2018,6,1,Jammu and Kashmir,Srinagar,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Patrol,Jaish-e-Mohammad (JeM),Explosives,0.0,,"06/01/2018: Assailants threw a grenade at Central Reserve Police Force (CRPF) personnel on Hari Singh High Street in Srinagar, Jammu and Kashmir, India. An unknown number of CRPF personnel were injured in the blast. Jaish-e-Mohammad (JeM) claimed responsibility for the incident.","""Grenade Blast At Hari Singh High Street,"" Kashmir Observer, June 1, 2018.",2018-06-01
2018,6,1,Jammu and Kashmir,Nowdal,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Camp,Jaish-e-Mohammad (JeM),Explosives,0.0,0.0,"06/01/2018: Assailants threw a grenade at a Central Reserve Police Force (CRPF) camp in Nowdal, Tral, Pulwama, Jammu and Kashmir, India. There were no reported casualties. Jaish-e-Mohammad (JeM) claimed responsibility for the incident.","""Series Of Grenade Attacks In Valley,"" Kashmir Observer, June 1, 2018.",2018-06-01
2018,6,1,Jammu and Kashmir,Gundi Khwaja Qasim,Bombing/Explosion,Private Citizens & Property,"Procession/Gathering (funeral, wedding, birthday, religious)",Congregation,Hizbul Mujahideen (HM),Explosives,9.0,11.0,"06/01/2018: An explosive device detonated targeting a congregation addressed by former minister and prominent Shia leader, Maulvi Iftikhar Hussain Ansari, in Pattan, Baramulla, Gundi Khwaja Qasim, Jammu and Kashmir, India. At least nine people were killed and 11 others were injured in the blast. Hizbul Mujahideen (HM) claimed responsibility for the incident.","""From KO Archives - Maulvi Iftikhar Escapes Bid, 11 Killed,"" Kashmir Observer, June 3, 2018.",2018-06-01
2018,6,2,Jammu and Kashmir,Srinagar,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Patrol,Jaish-e-Mohammad (JeM),Explosives,0.0,4.0,"06/02/2018: Assailants threw a grenade at Central Reserve Police Force (CRPF) personnel in Fateh Kadal area, Srinagar, Jammu and Kashmir, India. Three CRPF members and one civilian were injured in the blast. Jaish-e-Mohammad (JeM) claimed responsibility for the incident.","""3 grenade blasts rock Srinagar; seven hurt,"" Chandigarh Tribune, June 2, 2018.",2018-06-02
2018,6,2,Jammu and Kashmir,Srinagar,Bombing/Explosion,Police,Police Security Forces/Officers,Officers,Jaish-e-Mohammad (JeM),Explosives,0.0,2.0,"06/02/2018: Assailants threw a grenade at Central Reserve Police Force (CRPF) personnel in Budshah Chowk, Srinagar, Jammu and Kashmir, India. A CRPF member and a civilian were injured in the blast. Jaish-e-Mohammad (JeM) claimed responsibility for the incident.","""3 grenade blasts rock Srinagar; seven hurt,"" Chandigarh Tribune, June 2, 2018.",2018-06-02
2018,6,2,Jammu and Kashmir,Srinagar,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Vehicle,Jaish-e-Mohammad (JeM),Explosives,0.0,0.0,"06/02/2018: Assailants threw a grenade at a Central Reserve Police Force (CRPF) vehicle in Magarmal Bagh, Srinagar, Jammu and Kashmir, India. There were no reported casualties. Jaish-e-Mohammad (JeM) claimed responsibility for the incident.","""3 grenade blasts rock Srinagar; seven hurt,"" Chandigarh Tribune, June 2, 2018.",2018-06-02
2018,6,3,Jammu and Kashmir,Sherbagh,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Post,Jaish-e-Mohammad (JeM),Explosives,0.0,0.0,"06/03/2018: Assailants threw a grenade at police personnel in Sherbagh, Anantnag, Jammu and Kashmir, India. There were no reported casualties. Jaish-e-Mohammad (JeM) claimed responsibility for the incident.","""11 grenade attacks in four days shatter calm in Valley,"" Chandigarh Tribune, June 4, 2018.",2018-06-03
2018,6,3,Jammu and Kashmir,New Colony,Facility/Infrastructure Attack,Police,"Police Building (headquarters, station, school)",Post,Unknown,Unknown,0.0,0.0,"06/03/2018: Assailants attempted to steal weapons from a police post guarding National Conference leader Abdul Rashid Nangroo in New Colony, Pulwama, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""Cop fires in air after ‘suspicious movement’,"" Greater Kashmir, June 3, 2018.",2018-06-03
2018,6,4,Jammu and Kashmir,Shopian,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Patrol,Jaish-e-Mohammad (JeM),Explosives,0.0,16.0,"06/04/2018: Assailants threw a grenade at police personnel in Batapora, Shopian, Jammu and Kashmir, India. Sixteen people, including police officers and civilians, were injured in the blast. Jaish-e-Mohammad (JeM) and Al-Badr claimed responsibility for the incident.","""After Spurt in Grenade Attacks in Kashmir, a Defunct Militant Outfit Stages a Revival,"" News18.com, June 5, 2018.",2018-06-04
2018,6,4,Jammu and Kashmir,Tahab,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Patrol,Jaish-e-Mohammad (JeM),Explosives,0.0,7.0,"06/04/2018: Assailants threw a grenade at Central Reserve Police Force (CRPF) personnel in Tahab, Pulwama, Jammu and Kashmir, India. Seven people, including three civilians and four CRPF officers, were injured in the blast. Jaish-e-Mohammad (JeM) and Al-Badr claimed responsibility for the incident.","""After Spurt in Grenade Attacks in Kashmir, a Defunct Militant Outfit Stages a Revival,"" News18.com, June 5, 2018.",2018-06-04
2018,6,4,Jammu and Kashmir,Nathi Pora,Bombing/Explosion,Unknown,,Unknown,Jaish-e-Mohammad (JeM),Explosives,0.0,0.0,"06/04/2018: Security forces discovered and defused an explosive device on Sopore-Handwara highway in Nathi Pora, Baramulla, Jammu and Kashmir, India. Jaish-e-Mohammad (JeM) claimed responsibility for the incident.","""23 hurt in grenade attacks in Valley,"" Chandigarh Tribune, June 4, 2018.",2018-06-04
2018,6,5,Jammu and Kashmir,Yamberzal Wari,Bombing/Explosion,Military,Military Transportation/Vehicle (excluding convoys),Vehicle,Jaish-e-Mohammad (JeM),Explosives,0.0,0.0,"06/05/2018: An explosive device detonated targeting a military vehicle in Yamberzal Wari, Jammu and Kashmir, India. There were no reported casualties. Jaish-e-Mohammad (JeM) claimed responsibility for the incident.","""Army vehicle damaged in Sopore IED blast: Police,"" Greater Kashmir, June 5, 2018.",2018-06-05
2018,6,5,Jammu and Kashmir,Srinagar,Armed Assault,Police,"Police Building (headquarters, station, school)",Post,Unknown,Firearms,0.0,0.0,"06/05/2018: Assailants opened fire on a security forces' guard post in Zadibal, Srinagar, Jammu and Kashmir, India. There were no reported casualties. No group claimed responsibility for the incident.","""Army vehicle damaged in IED attack in Sopore, no casualties,"" Hindustan Times, June 5, 2018.",2018-06-05
2018,6,5,Jammu and Kashmir,Hajan,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Camp,Lashkar-e-Taiba (LeT),Explosives,0.0,0.0,"06/05/2018: Assailants armed with grenades and automatic firearms attacked a Rashtriya Rifles camp in Hajan, Jammu and Kashmir, India. There were no reported casualties. Lashkar-e-Taiba (LeT) claimed responsibility for the incident.","""Lashkar-e-Toiba claims Hajin army camp attack,"" Greater Kashmir, June 6, 2018.",2018-06-05
2018,6,5,Jammu and Kashmir,Srinagar,Facility/Infrastructure Attack,Police,Police Security Forces/Officers,Officer,Unknown,Unknown,0.0,0.0,"06/05/2018: Assailants attempted to steal weapons from a police officer guarding the Mirza Kamil Shrine near Hawal, Srinagar, Jammu and Kashmir, India. No casualties were reported. No group claimed responsibility for the incident.","""Rifle-snatching bid foiled in Srinagar: Police,"" Greater Kashmir, June 5, 2018.",2018-06-05
2018,6,6,Jammu and Kashmir,Hajan,Unknown,Religious Figures/Institutions,Place of Worship,Mosque,Unknown,Unknown,0.0,0.0,"06/06/2018: Assailants attacked a mosque in Hajan, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""Series of executions by masked gunmen in Jammu and Kashmir’s Hajin spreads terror among people,"" Firstpost.com, June 9, 2018.",2018-06-06
2018,6,7,Jammu and Kashmir,Keran,Armed Assault,Military,Military Unit/Patrol/Convoy,Patrol,Unknown,Firearms,1.0,1.0,"06/07/2018: Assailants attacked an Indian Army patrol in Keran, Jammu and Kashmir, India. One soldier was killed and another was injured in the attack. No group claimed responsibility for the incident.","""Indian soldier injured in militant attack at border dies,"" Press Trust of India, June 8, 2018.",2018-06-07
2018,6,7,Jammu and Kashmir,Chattergam,Facility/Infrastructure Attack,Business,Bank/Commerce,Van,Unknown,Firearms,0.0,0.0,"06/07/2018: Assailants attacked a Jammu and Kashmir Bank (JKB) bank van in Chattergam, Jammu and Kashmir, India. There were no reported casualties. No group claimed responsibility for the incident.","""Jawan killed in attack on Army patrol in J&K,"" DNA India, June 7, 2018.",2018-06-07
2018,6,7,Jammu and Kashmir,Mattan,Unarmed Assault,Police,"Police Building (headquarters, station, school)",Post,Unknown,Melee,0.0,2.0,"06/07/2018: Assailants attempted to steal weapons from a police post guarding the residence of Jenhangir Iqbal Ganai, the Advocate General, in Mattan, Jammu and Kashmir, India. Two police officers were injured in the ensuing clash and no weapons were stolen during the attack. No group claimed responsibility for the incident.","""Weapon snatching by militants on rise in Kashmir,"" International Business Times India, June 9, 2018.",2018-06-07
2018,6,8,Jammu and Kashmir,Handwara,Armed Assault,Military,Military Unit/Patrol/Convoy,Patrol,Unknown,Firearms,0.0,0.0,"06/08/2018: Assailants attacked an army patrol in Handwara, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""Terrorists attack patrol party in J-K,"" Ani News, June 9, 2018.",2018-06-08
2018,6,8,Jammu and Kashmir,Kakapora,Armed Assault,Private Citizens & Property,Laborer (General)/Occupation Identified,Shopkeeper: Manzoor Ahmad Pandit,Unknown,Firearms,0.0,1.0,"06/08/2018: Assailants shot and injured a shopkeeper in Kakapora, Jammu and Kashmir, India. No group claimed responsibility for the incident.","""J&K: Terror attack on army patrol in Kupwara district,"" DNA India, June 8, 2018.",2018-06-08
2018,6,8,Jammu and Kashmir,Kulgam,Facility/Infrastructure Attack,Government (General),Politician or Political Party Movement/Meeting/Rally,Former Member of Legislature (MLA): Abdul Gaffar Sofi,Unknown,Unknown,0.0,0.0,"06/08/2018: Assailants attempted to steal a weapon from the security officer of former Member of Legislature (MLA) Abdul Gaffar Sofi in Kulgam Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""PSO of PDP leader foils weapon  snatching bid by militants,"" Daily Excelsior.com, June 8, 2018.",2018-06-08
2018,6,9,Jammu and Kashmir,Panar,Armed Assault,Military,Military Unit/Patrol/Convoy,Patrol,Unknown,Firearms,0.0,2.0,"06/09/2018: Assailants opened fire on a 14 Rashtriya Rifle patrol in Bandipora, Jammu and Kashmir, India. At least two soldiers were injured in the attack. No group claimed responsibility for the incident.","""Search operation continues on 5th straight day in Bandipora forests,"" Greater Kashmir, June 13, 2018.",2018-06-09
2018,6,9,Jammu and Kashmir,Sabjian,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Patrol,Unknown,Explosives,0.0,2.0,"06/09/2018: A landmine detonated targeting an Indian Army patrol in Sabjian, Poonch, Jammu and Kashmir, India. Two soldiers were injured in the blast. No group claimed responsibility for the incident.","""India: Two Army Soldiers Sustain Injuries in Suspected Mine Explosion Near Line of Control in Jammu,"" Greater Kashmir Online, June 10, 2018.",2018-06-09
2018,6,11,Jammu and Kashmir,Verinag,Armed Assault,Government (General),Government Building/Facility/Office,Beacon Camp,Unknown,Explosives,0.0,1.0,"06/11/2018: Assailants threw a grenade and opened fire at a Border Roads Organization (BRO) camp in Verinag, Anantnag, Jammu and Kashmir, India. A Beacon constable, identified as Pintu Sharma, was injured in the blast. No group claimed responsibility for the incident.","""Grenade attack on BRO camp in J&K, guard injured,"" Can India News, June 11, 2018.",2018-06-11
2018,6,11,Jammu and Kashmir,Thanamandi,Armed Assault,Police,Police Checkpoint,Checkpoint,Hizbul Mujahideen (HM),Firearms,0.0,0.0,"06/11/2018: Assailants raided a police barracks and opened fire at a security checkpoint in Thanamandi, Rajouri, Jammu and Kashmir, India. There were no reported casualties, although weapons were stolen during the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Hizbul Mujahideen (HM).","""India: Two Terrorists Arrested From Jammu's Rajouri While Escaping After Snatching Police Weapons,"" Hindustan Times Online, June 12, 2018.",2018-06-11
2018,6,12,Jammu and Kashmir,Anantnag,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Post,Jaish-e-Mohammad (JeM),Explosives,0.0,10.0,"06/12/2018: Assailants threw a grenade at a Central Reserve Police Force (CRPF) post in Janglat Mandi, Anantnag, Jammu and Kashmir, India. Ten CRPF personnel were injured in the blast. Jaish-e-Mohammad (JeM) claimed responsibility for the incident","""Ten CRPF personnel injured in grenade attack,"" Early Times (India), June 12, 2018.",2018-06-12
2018,6,12,Jammu and Kashmir,Bara Pora,Armed Assault,Police,"Police Building (headquarters, station, school)",Post,Unknown,Firearms,2.0,1.0,"06/12/2018: Assailants armed with automatic weapons opened fire on a police post outside the New Court complex at Hafiz Muhalla Path, Pulwama Muran Road, Bara Pora, Pulwama, Jammu and Kashmir, India. Two police officers were killed and another was injured in the attack. No group claimed responsibility for the incident.","""Two cops killed, six others injured in twin militant attacks...,"" Deccan Herald, June 12, 2018.",2018-06-12
2018,6,12,Jammu and Kashmir,Kanji Nagh,Bombing/Explosion,Unknown,,Unknown,Unknown,Explosives,0.0,0.0,"06/12/2018: Security forces discovered and defused an explosive device in Kanji Nagh, Jammu and Kashmir, India. No group claimed responsibility for the incident.","""India: Two cops killed, 10 CRPF men injured in South Kashmir,"" Daily Excelsior Online, June 12, 2018.",2018-06-12
2018,6,12,Jammu and Kashmir,Molo,Facility/Infrastructure Attack,Private Citizens & Property,Alleged Informant,Shops of Army Informant: Kifayat Ahmad Mir,Unknown,Incendiary,0.0,0.0,"06/12/2018: Assailants set fire to shops owned by a confessed army informant in Molo, Shopian, Jammu and Kashmir state, India. There were no reported casualties. No group claimed responsibility for the incident.","""People Torch Army ‘Informer's’ Shops, Ransack His House,"" Kashmir Observer, June 12, 2018.",2018-06-12
2018,6,13,Jammu and Kashmir,Lassipora,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Station,Jaish-e-Mohammad (JeM),Explosives,0.0,0.0,"06/13/2018: Assailants fired an under-barrel grenade launcher (UBGL) at a police station in Lassipora, Jammu and Kashmir, India. There were no reported casualties. Jaish-e-Mohammad (JeM) claimed responsibility for the incident.","""J-K: Terrorists fire grenade at police station,"" Asian News International (ANI), June 13, 2018.",2018-06-13
2018,6,13,Jammu and Kashmir,Katho Hallan,Armed Assault,Police,Police Security Forces/Officers,Residence of Constable: Rayees Ahmad Lone,Unknown,Firearms,0.0,2.0,"06/13/2018: Assailants opened fire at the residence of Rayees Ahmad Lone, a police constable, in Katho Hallan, Jammu and Kashmir, India. Lone and his sister were injured in the attack. No group claimed responsibility for the incident.","""Cop, sister injured in Shopian militant attack,"" The Northlines, June 13, 2018.",2018-06-13
2018,6,13,Jammu and Kashmir,Nowpora Payeen,Hostage Taking (Kidnapping),Police,Police Security Forces/Officers,Officer: Ishfaq Ahmad (Muhammad Ishaq),Unknown,Unknown,,,"06/13/2018: Assailants abducted Ishfaq Ahmad, a police officer, and a civilian from Nowpora Payeen, Pulwama, Jammu and Kashmir, India. Ahmad was released shortly after the kidnapping, while the fate of remaining hostage is unknown. No group claimed responsibility for the incident.","""Policeman injured, another kidnapped by militants in Kashmir,"" The Hindu, June 13, 2018.",2018-06-13
2018,6,14,Jammu and Kashmir,Srinagar,Assassination,Journalists & Media,Newspaper Journalist/Staff/Facility,Editor-in-Chief: Shujaat Bukhari,Lashkar-e-Taiba (LeT),Firearms,3.0,0.0,"06/14/2018: Assailants opened fire on Shujaat Bukhari, a senior journalist and editor-in-chief of Rising Kashmir newspaper, on Residency road in Press Colony, Srinagar, Jammu and Kashmir, India. Bukhari and two of his personal security officers (PSOs) were killed in the attack. No group claimed responsibility for the incident; however, sources suspected the involvement of Lashkar-e-Taiba and Hizbul Mujahideen (HM), who denied involvement.","""Shujaat Bukhari's killers identified; suspects include Pak LeT militant: J&K Police,"" International Business Times India, June 27, 2018.",2018-06-14
2018,6,14,Jammu and Kashmir,Gangoo,Armed Assault,Police,Police Security Forces/Officers,Officers,Unknown,Firearms,0.0,0.0,"06/14/2018: Assailants opened fire on Central Reserve Police Force (CRPF) personnel in Gangoo, Jammu and Kashmir, India. There were no reported casualties. No group claimed responsibility for the incident.","""Militants attack CRPF, police in Pulwama,"" Greater Kashmir, June 14, 2018.",2018-06-14
2018,6,14,Jammu and Kashmir,Kalampora,Hostage Taking (Kidnapping),Military,"Military Personnel (soldiers, troops, officers, forces)",Soldier: Aurangzeb,Jaish-e-Mohammad (JeM),Firearms,1.0,0.0,"06/14/2018: Assailants abducted Aurangzeb, a soldier, from Kalampora, Pulwama, Jammu and Kashmir, India. Aurangzeb was killed and his body was discovered later that evening. Hizbul Mujahideen (HM) and Jaish-e-Mohammad (JeM) claimed responsibility for the incident and stated that the attack was carried out in response to the killing of Wasim Shah, an HM member, in October 2017. Sources also suspected that the victim was targeted because he was a close aide to a military officer who led a security operation on April 30, 2018 that resulted in the killing of Sameer Tiger, another HM member. Sources also attributed the attack to Lashkar-e-Taiba (LeT).","""Abducted by militants in Shopian, J-K Police constable Javaid Ahmad Dar found dead,"" The Statesman, July 5, 2018.",2018-06-14
2018,6,14,Jammu and Kashmir,Anantnag,Facility/Infrastructure Attack,Police,Police Security Forces/Officers,Officer,Unknown,Other,0.0,0.0,"06/14/2018: Assailants seized a rifle from a Central Reserve Police Force (CRPF) member in Anantnag, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""Terrorists snatch rifle of CRPF jawan near railway station in Anantnag,"" Times of India, June 14, 2018.",2018-06-14
2018,6,14,Jammu and Kashmir,Navpora,Hostage Taking (Kidnapping),Police,Police Security Forces/Officers,Residence of officer: Javid Ahmad Dar,Unknown,Unknown,0.0,0.0,"06/14/2018: Assailants abducted a police officer from his residence in Navpora, Pulwama, Jammu and Kashmir, India. The hostage was released the following day. No group claimed responsibility for the incident.","""Militants abduct policeman from Shopian village,"" Greater Kashmir, July 5, 2018.",2018-06-14
2018,6,15,Jammu and Kashmir,Srinagar,Armed Assault,Police,"Police Building (headquarters, station, school)",Checkpost,Unknown,Firearms,1.0,3.0,"06/15/2018: Assailants opened fire on a police checkpost near a dental college in Karan Nagar, Srinagar, Jammu and Kashmir, India. A police officer was killed and another police officer and two civilians were injured in the attack. No group claimed responsibility for the incident.","""Cop who was injured in terrorist attack in Srinagar's Karan Nagar dies,"" Oneindia, June 22, 2018.",2018-06-15
2018,6,16,Jammu and Kashmir,Lasjan,Armed Assault,Police,Police Security Forces/Officers,Officers,Khorasan Chapter of the Islamic State,Firearms,0.0,1.0,"06/16/2018: Assailants opened fire on Central Reserve Police Force (CRPF) personnel in Lasjan, Jammu and Kashmir, India. A CRPF member was injured in the attack. The Khorasan Chapter of the Islamic State claimed responsibility for the incident.","""Youth killed, 22 hurt in clashes,"" Daily Excelsior.com, June 16, 2018.",2018-06-16
2018,6,16,Jammu and Kashmir,Trenz,Hostage Taking (Kidnapping),Private Citizens & Property,Named Civilian,"Civilians: Sheraz Ahmad Malik, Aijaz Ahmad Mir",Unknown,Firearms,0.0,2.0,"06/16/2018: Assailants abducted two civilians, identified as Sheraz Ahmad Malik and Aijaz Ahmad Mir, from Trenz, Shopian, Jammu and Kashmir, India. The two civilians were injured and released shortly after the kidnapping. An unknown group claimed responsibility for the incident and accused the victims of being informants for security forces.","""Youth killed, 22 hurt in clashes,"" Daily Excelsior.com, June 16, 2018.",2018-06-16
2018,6,17,Jammu and Kashmir,Kelam,Armed Assault,Private Citizens & Property,Named Civilian,Civilian: Mohammad Iqbal Kawa,Unknown,Firearms,1.0,0.0,"06/17/2018: Assailants shot and killed Mohammad Iqbal Kawa, a civilian, at his residence in Kelam, Jammu and Kashmir, India. No group claimed responsibility for the incident.","""India: Massive operation on in Bandipora, 2 Army men injured,"" Daily Excelsior Online, June 18, 2018.",2018-06-17
2018,6,17,Jammu and Kashmir,Manasbal,Bombing/Explosion,Private Citizens & Property,"Public Area (garden, parking lot, garage, beach, public building, camp)",Park,Unknown,Explosives,0.0,13.0,"06/17/2018: An explosive device detonated at a park in Manasbal, Jammu and Kashmir, India. At least 13 people were injured in the blast. No group claimed responsibility for the incident.","""India: One more arrested in connection with blast in Ganderbal,"" Daily Excelsior Online, August 10, 2018.",2018-06-17
2018,6,18,Jammu and Kashmir,Kupwara,Armed Assault,Military,Military Unit/Patrol/Convoy,Patrol,Unknown,Firearms,0.0,0.0,"06/18/2018: Assailants opened fire on an Indian army patrol in Kupwara, Jammu and Kashmir, India. There were no reported casualties. No group claimed responsibility for the incident.","""Army, militants exchange fire in Kupwara forests,"" Greater Kashmir, June 18, 2018.",2018-06-18
2018,6,18,Jammu and Kashmir,Pallanwala,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,Unknown,Explosives,0.0,1.0,"06/18/2018: An explosive device detonated targeting Indian Army personnel in Pallanwala, Akhnoor, Jammu and Kashmir, India. A jawan was injured in the blast. No group claimed responsibility for the incident.","""India: Jawan injured in mine blast in Jammu,"" Daily Excelsior Online, June 19, 2018.",2018-06-18
2018,6,20,Jammu and Kashmir,Pampore,Armed Assault,Police,Police Patrol (including vehicles and convoys),Patrol,Unknown,Firearms,1.0,2.0,"06/20/2018: Assailants opened fire on an Indian Reserve Battalion police patrol in Sempora, Srinagar-Jammu National Highway in Pulwama, Jammu and Kashmir, India. A police officer was killed and two others were injured in the attack. No group claimed responsibility for the incident.","""2 militants killed in encounter in Kashmir’s Kulgam, 1 surrenders,"" Hindustan Times, June 24, 2018.",2018-06-20
2018,6,22,Jammu and Kashmir,Tral,Armed Assault,Police,Police Security Forces/Officers,Officers,Hizbul Mujahideen (HM),Explosives,0.0,9.0,"06/22/2018: Assailants threw a grenade and opened fire on police personnel in Tral, Pulwama, Jammu and Kashmir, India. Nine police officers were injured in the attack. Hizbul Mujahideen (HM) claimed responsibility for the incident.","""Nine security men injured in grenade attack in J-K’s Tral,"" Hindustan Times, June 22, 2018.",2018-06-22
2018,6,22,Jammu and Kashmir,Machpuna,Armed Assault,Military,Military Transportation/Vehicle (excluding convoys),Vehicle,Unknown,Firearms,0.0,0.0,"06/22/2018: Assailants opened fire on a 55 Rashtriya Rifles vehicle in Machpuna Pulwama, Jammu and Kashmir, India. There were no reported casualties. No group claimed responsibility for the incident.","""Militants attack army vehicle in south Kashmir’s Pulwama,"" Greater Kashmir, June 22, 2018.",2018-06-22
2018,6,25,Jammu and Kashmir,Shopian,Armed Assault,Private Citizens & Property,Marketplace/Plaza/Square,Marketplace,Unknown,Firearms,0.0,0.0,"06/25/2018: Assailants opened fire in a market in Shopian, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""South Kashmir: Gunshots trigger commotion in Shopian,"" Greater Kashmir, June 25, 2018.",2018-06-25
2018,6,26,Jammu and Kashmir,Degwar,Bombing/Explosion,Private Citizens & Property,Named Civilian,Civilian: Makhan Bi,Unknown,Explosives,0.0,1.0,"06/26/2018: A landmine detonated in Degwar, Poonch, Jammu and Kashmir, India. A civilian was injured and a cow was killed in the blast. No group claimed responsibility for the incident.","""India: Cattle dies, woman injured in mine blast at LoC,"" Daily Excelsior Online, June 27, 2018.",2018-06-26
2018,6,26,Jammu and Kashmir,Pinjoora,Facility/Infrastructure Attack,Business,Bank/Commerce,Bank,Unknown,Other,0.0,1.0,"06/26/2018: Assailants raided a Jammu and Kashmir Bank and attempted to steal a rifle from a security guard in Pinjoora, Shopian, Jammu and Kashmir, India. Although the guard was injured, the assailants failed to acquire the rifle. No group claimed responsibility for the incident.","""India: 4 JeM OGWs arrested in Sopore,"" Daily Excelsior Online, June 26, 2018.",2018-06-26
